Quyết định số 3500/QĐ-BYT ngày 19/11/2024 về việc điều chỉnh giá dịch vụ khám bệnh, chữa bệnh áp dụng tại Bệnh viện Nhi Trung ương.
Phụ lục III
GIÁ DỊCH VỤ KỸ THUẬT VÀ XÉT NGHIỆM
(Ban hành kèm theo Quyết định số 3500/QĐ-BYT ngày 19/11/2024 của Bộ Y tế)
Đơn vị tính: đồng
| STT | Mã tương đương | Tên kỹ thuật - TT 23/2024 | Tên dịch vụ giá (tên KT theo TT 23/2024) | Mức giá | Ghi chú |
| 6601 | 21.0044.1781 | Đo áp lực niệu đạo bằng máy | Đo áp lực niệu đạo bằng máy | 141.200 |  |
| 6602 | 02.0200.1782 | Đo áp lực thẩm thấu niệu | Đo áp lực thẩm thấu niệu | 35.600 |  |
| 6603 | 03.0716.1783 | Đo áp lực bằng quang người bệnh tổn thương tùy sống bằng cột thước nước | Đo áp lực bằng quang người bệnh tổn thương tùy sống bằng cột thước nước | 617.800 |  |
| 6604 | 17.0125.1783 | Đo áp lực bằng quang bằng cột thước nước | Đo áp lực bằng quang bằng cột thước nước | 617.800 |  |
| 6605 | 17.0124.1784 | Đo áp lực bằng quang bằng máy niệu động học | Đo áp lực bằng quang bằng máy niệu động học | 2.085.400 |  |
| 6606 | 17.0129.1785 | Đo áp lực bằng quang ở người bệnh nhi | Đo áp lực bằng quang ở người bệnh nhi | 2.040.800 |  |
| 6607 | 17.0126.1786 | Đo áp lực hậu môn trực tràng | Đo áp lực hậu môn trực tràng | 1.051.800 |  |
| 6608 | 02.0620.1787 | Đo biến đổi thể tích toàn thân - Body Plethysmography | Đo biến đổi thể tích toàn thân - Body Plethysmography | 928.400 |  |
| 6609 | 02.0619.1789 | Đo các thể tích phổi - Lung Volumes | Đo các thể tích phổi - Lung Volumes | 2.899.200 |  |
| 6610 | 21.0004.1790 | Đo chỉ số ABI (chỉ số cỏ chân/cánh tay) | Đo chỉ số ABI (chỉ số cỏ chân/cánh tay) | 86.200 |  |
| 6611 | 02.0024.1791 | Đo chức năng hô hấp | Đo chức năng hô hấp | 144.300 |  |
| 6612 | 03.0088.1791 | Thăm dò chức năng hô hấp | Thăm dò chức năng hô hấp | 144.300 |  |
| 6613 | 02.0612.1794 | Đo FeNO | Đo FeNO | 440.900 |  |
| 6614 | 02.0618.1795 | Đo khuếch tán phổi - Diffusion Capacity | Đo khuếch tán phổi - Diffusion Capacity | 1.417.400 |  |
| 6615 | 02.0614.1796 | Đo dung tích sống gắng sức - FVC | Đo dung tích sống gắng sức - FVC | 806.300 |  |
| 6616 | 02.0613.1796 | Đo phế dung kế - Spirometry (FVC, SVC, TLC) | Đo phế dung kế - Spirometry (FVC, SVC, TLC) | 806.300 |  |
| 6617 | 02.0616.1796 | Đo thông khí tự nguyện tối đa - MVV | Đo thông khí tự nguyện tối đa - MVV | 806.300 |  |
| 6618 | 21.0003.1797 | Đo vận tốc lan truyền sóng mạch | Đo vận tốc lan truyền sóng mạch | 86.200 |  |
| 6619 | 02.0111.1798 | Nghiệm pháp atropin | Nghiệm pháp atropin | 215.800 |  |
| 6620 | 02.0110.1798 | Nghiệm pháp bàn nghiêng | Nghiệm pháp bàn nghiêng | 215.800 |  |
| 6621 | 03.0019.1798 | Theo dõi điện tim cấp cứu tại giường liên tục | Theo dõi điện tim cấp cứu tại giường liên tục | 215.800 |  |
| 6622 | 21.0012.1798 | Holter điện tâm đồ | Holter điện tâm đồ | 215.800 |  |
| 6623 | 21.0007.1798 | Holter huyết áp | Holter huyết áp | 215.800 |  |
| 6624 | 03.0256.1799 | Đo lưu huyết não | Đo lưu huyết não | 50.500 |  |
| 6625 | 21.0106.1800 | Nghiệm pháp dung nạp glucose đường uống 2 mẫu có định lượng insulin kèm theo | Nghiệm pháp dung nạp glucose đường uống 2 mẫu có định lượng insulin kèm theo | 136.200 |  |
| 6626 | 21.0122.1800 | Nghiệm pháp dung nạp glucose đường uống 2 mẫu không định lượng Insulin | Nghiệm pháp dung nạp glucose đường uống 2 mẫu không định lượng Insulin | 136.200 |  |
| 6627 | 21.0110.1802 | Nghiệm pháp kích thích Synacthen chậm | Nghiệm pháp kích thích Synacthen chậm | 428.500 |  |
| 6628 | 21.0109.1802 | Nghiệm pháp kích thích Synacthen nhanh | Nghiệm pháp kích thích Synacthen nhanh | 428.500 |  |
| 6629 | 21.0115.1803 | Nghiệm pháp nhịn uống | Nghiệm pháp nhịn uống | 691.700 |  |
| 6630 | 21.0113.1804 | Nghiệm pháp ức chế bằng Dexamethason liều cao qua đêm | Nghiệm pháp ức chế bằng Dexamethason liều cao qua đêm | 461.800 |  |

Quyết định số 3500/QĐ-BYT ngày 19/11/2024 về việc điều chỉnh giá dịch vụ khám bệnh, chữa bệnh áp dụng tại Bệnh viện Nhi Trung ương.
Phụ lục III
GIÁ DỊCH VỤ KỸ THUẬT VÀ XÉT NGHIỆM
(Ban hành kèm theo Quyết định số 3500/QĐ-BYT ngày 19/11/2024 của Bộ Y tế)
Đơn vị tính: đồng
| STT | Mã tương đương | Tên kỹ thuật - TT 23/2024 | Tên dịch vụ giá (tên KT theo TT 23/2024) | Mức giá | Ghi chú |
| :--- | :--- | :--- | :--- | :--- | :--- |
| 6631 | 21.0114.1804 | Nghiệm pháp ức chế bằng Dexamethason liều cao trong 2 ngày | Nghiệm pháp ức chế bằng Dexamethason liều cao trong 2 ngày | 461.800 |  |
| 6632 | 21.0111.1805 | Nghiệm pháp ức chế bằng Dexamethason liều thấp qua đêm | Nghiệm pháp ức chế bằng Dexamethason liều thấp qua đêm | 301.800 |  |
| 6633 | 21.0112.1805 | Nghiệm pháp ức chế bằng Dexamethason liều thấp trong 2 ngày | Nghiệm pháp ức chế bằng Dexamethason liều thấp trong 2 ngày | 301.800 |  |
| 6634 | 21.0125.1806 | Test dung nạp glucagon | Test dung nạp glucagon | 39.800 |  |
| 6635 | 03.0239.1808 | Trắc nghiệm tâm lý Raven | Trắc nghiệm tâm lý Raven | 30.600 |  |
| 6636 | 06.0018.1808 | Trắc nghiệm RAVEN | Trắc nghiệm RAVEN | 30.600 |  |
| 6637 | 03.0237.1809 | Trắc nghiệm tâm lý Beck | Trắc nghiệm tâm lý Beck | 25.600 |  |
| 6638 | 03.0238.1809 | Trắc nghiệm tâm lý Zung | Trắc nghiệm tâm lý Zung | 25.600 |  |
| 6639 | 06.0010.1809 | Thang đánh giá lo âu - Hamilton | Thang đánh giá lo âu - Hamilton | 25.600 |  |
| 6640 | 06.0009.1809 | Thang đánh giá lo âu - Zung | Thang đánh giá lo âu - Zung | 25.600 |  |
| 6641 | 06.0001.1809 | Thang đánh giá trầm cảm Beck (BDI) | Thang đánh giá trầm cảm Beck (BDI) | 25.600 |  |
| 6642 | 06.0002.1809 | Thang đánh giá trầm cảm Hamilton | Thang đánh giá trầm cảm Hamilton | 25.600 |  |
| 6643 | 06.0086.1809 | Thang VANDERBILT | Thang VANDERBILT | 25.600 |  |
| 6644 | 06.0027.1810 | Thang đánh giá nhân cách (CAT) | Thang đánh giá nhân cách (CAT) | 35.600 |  |
| 6645 | 06.0015.1813 | Thang đánh giá ấn tượng lâm sàng chung (CGI-S) | Thang đánh giá ấn tượng lâm sàng chung (CGI-S) | 35.600 |  |
| 6646 | 06.0084.1813 | Thang PANSS | Thang PANSS | 35.600 |  |
| 6647 | 03.0233.1814 | Test Denver đánh giá phát triển tâm thần vận động | Test Denver đánh giá phát triển tâm thần vận động | 40.600 |  |
| 6648 | 03.0234.1814 | Test hành vi cảm xúc CBCL | Test hành vi cảm xúc CBCL | 40.600 |  |
| 6649 | 03.0240.1814 | Trắc nghiệm tâm lý Wais và Wics (thang Weschler) | Trắc nghiệm tâm lý Wais và Wics (thang Weschler) | 40.600 |  |
| 6650 | 06.0014.1814 | Thang đánh giá hành vi trẻ em (CBCL) | Thang đánh giá hành vi trẻ em (CBCL) | 40.600 |  |
| 6651 | 06.0013.1814 | Thang đánh giá mức độ tự kỷ (CARS) | Thang đánh giá mức độ tự kỷ (CARS) | 40.600 |  |
| 6652 | 06.0011.1814 | Thang đánh giá sự phát triển ở trẻ em (DENVER II) | Thang đánh giá sự phát triển ở trẻ em (DENVER II) | 40.600 |  |
| 6653 | 06.0012.1814 | Thang sàng lọc tự kỷ cho trẻ nhỏ 18-30 tháng (CHAT) | Thang sàng lọc tự kỷ cho trẻ nhỏ 18-30 tháng (CHAT) | 40.600 |  |
| 6654 | 06.0019.1814 | Trắc nghiệm WAIS | Trắc nghiệm WAIS | 40.600 |  |
| 6655 | 06.0020.1814  | Trắc nghiệm WICS          | Trắc nghiệm WICS                         | 40.600  |        |
| 6656 | 18.0671.1816  | Thăm dò điện sinh lý trong buồng tim | Thăm dò điện sinh lý trong buồng tim | 2.077.900 | Chưa bao gồm bộ dụng cụ thăm dò điện sinh lý tim |
| 6657 | 21.0001.1816  | Thăm dò điện sinh lý tim  | Thăm dò điện sinh lý tim                 | 2.077.900 | Chưa bao gồm bộ dụng cụ thăm dò điện sinh lý tim |
| 6658 | 21.0050.1821  | Đo áp lực ổ bụng bằng máy niệu động học (Urodynamic) | Đo áp lực ổ bụng bằng máy niệu động học (Urodynamic) | 204.300 | |
| 6659 | 03.1245.1823  | Điều trị bằng kỹ thuật miễn dịch phóng xạ | Điều trị bằng kỹ thuật miễn dịch phóng xạ | 925.600 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6660 | 12.0406.1823  | Điều trị u lympho ác tính bằng kháng thể đơn dòng đánh dấu phóng xạ | Điều trị u lympho ác tính bằng kháng thể đơn dòng đánh dấu phóng xạ | 925.600 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6661 | 12.0432.1823  | Điều trị u lympho ác tính không Hodgkin bằng kháng thể đơn dòng gắn đồng vị phóng xạ ⁹⁰Y-Ibritumomab | Điều trị u lympho ác tính không Hodgkin bằng kháng thể đơn dòng gắn đồng vị phóng xạ ⁹⁰Y-Ibritumomab | 925.600 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6662 | 19.0381.1823  | Điều trị ung thư bằng kháng thể đơn dòng gắn phóng xạ với ¹³¹I-Nimotuzumab | Điều trị ung thư bằng kháng thể đơn dòng gắn phóng xạ với ¹³¹I-Nimotuzumab | 925.600 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6663 | 19.0380.1823  | Điều trị ung thư bằng kháng thể đơn dòng gắn phóng xạ với ¹³¹I-Rituximab | Điều trị ung thư bằng kháng thể đơn dòng gắn phóng xạ với ¹³¹I-Rituximab | 925.600 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6664 | 19.0401.1823  | Điều trị ung thư bằng kháng thể đơn dòng gắn phóng xạ với ⁹⁰Y-Nimotuzumab | Điều trị ung thư bằng kháng thể đơn dòng gắn phóng xạ với ⁹⁰Y-Nimotuzumab | 925.600 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6665 | 19.0400.1823  | Điều trị ung thư bằng kháng thể đơn dòng gắn phóng xạ với ⁹⁰Y-Rituximab | Điều trị ung thư bằng kháng thể đơn dòng gắn phóng xạ với ⁹⁰Y-Rituximab | 925.600 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6666 | 03.1213.1827  | Định lượng ACTH bằng kỹ thuật miễn dịch phóng xạ | Định lượng ACTH bằng kỹ thuật miễn dịch phóng xạ | 407.500 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6667 | 19.0314.1827  | Định lượng GH bằng kỹ thuật miễn dịch phóng xạ | Định lượng GH bằng kỹ thuật miễn dịch phóng xạ | 407.500 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6668 | 19.0328.1827  | Định lượng TRAb bằng kỹ thuật miễn dịch phóng xạ | Định lượng TRAb bằng kỹ thuật miễn dịch phóng xạ | 407.500 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6669 | 03.1153.1828  | Độ tập trung ¹³¹I tuyến giáp | Độ tập trung ¹³¹I tuyến giáp | 230.100 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6670 | 19.0114.1828  | Độ tập trung ¹³¹I tuyến giáp | Độ tập trung ¹³¹I tuyến giáp | 230.100 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6671 | 19.0101.1829  | SPECT/CT bạch cầu đánh dấu ¹¹¹In | SPECT/CT bạch cầu đánh dấu ¹¹¹In | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6672 | 19.0102.1829  | SPECT/CT bạch cầu đánh dấu ⁶⁷Ga | SPECT/CT bạch cầu đánh dấu ⁶⁷Ga | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6673 | 19.0100.1829  | SPECT/CT bạch cầu đánh dấu ⁹⁹ᵐTc - HMPAO | SPECT/CT bạch cầu đánh dấu ⁹⁹ᵐTc - HMPAO | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6674 | 19.0084.1829  | SPECT/CT chẩn đoán khối u | SPECT/CT chẩn đoán khối u | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6675 | 19.0406.1829  | SPECT/CT chẩn đoán khối u bằng kỹ thuật miễn dịch phóng xạ | SPECT/CT chẩn đoán khối u bằng kỹ thuật miễn dịch phóng xạ | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6676 | 19.0088.1829  | SPECT/CT chẩn đoán khối u với ¹¹¹In - Pentetreotide | SPECT/CT chẩn đoán khối u với ¹¹¹In - Pentetreotide | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6677 | 19.0087.1829  | SPECT/CT chẩn đoán khối u với ²⁰¹Tl | SPECT/CT chẩn đoán khối u với ²⁰¹Tl | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6678 | 19.0092.1829  | SPECT/CT chẩn đoán u nguyên bào thần kinh với ¹²³I-MIBG | SPECT/CT chẩn đoán u nguyên bào thần kinh với ¹²³I-MIBG | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6679 | 19.0091.1829  | SPECT/CT chẩn đoán u nguyên bào thần kinh với ¹³¹I-MIBG | SPECT/CT chẩn đoán u nguyên bào thần kinh với ¹³¹I-MIBG | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6680 | 19.0089.1829  | SPECT/CT chẩn đoán u phổi | SPECT/CT chẩn đoán u phổi | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6681 | 19.0090.1829  | SPECT/CT chẩn đoán u vú | SPECT/CT chẩn đoán u vú | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6682 | 19.0074.1829  | SPECT/CT chức năng tim pha sớm | SPECT/CT chức năng tim pha sớm | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6683 | 19.0075.1829  | SPECT/CT đánh giá chức năng tim bằng hồng cầu đánh dấu ⁹⁹ᵐTc | SPECT/CT đánh giá chức năng tim bằng hồng cầu đánh dấu ⁹⁹ᵐTc | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6684 | 19.0077.1829  | SPECT/CT gan | SPECT/CT gan | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6685 | 19.0099.1829  | SPECT/CT hạch lympho | SPECT/CT hạch lympho | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6686 | 19.0065.1829  | SPECT/CT não với ⁹⁹ᵐTc - DTPA | SPECT/CT não với ⁹⁹ᵐTc - DTPA | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6687 | 19.0064.1829  | SPECT/CT não với ⁹⁹ᵐTc - ECD | SPECT/CT não với ⁹⁹ᵐTc - ECD | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6688 | 19.0066.1829  | SPECT/CT não với ⁹⁹ᵐTc - HMPAO | SPECT/CT não với ⁹⁹ᵐTc - HMPAO | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6689 | 19.0063.1829  | SPECT/CT não với ⁹⁹ᵐTc Pertechnetate | SPECT/CT não với ⁹⁹ᵐTc Pertechnetate | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6690 | 19.0076.1829  | SPECT/CT nhồi máu cơ tim với ¹¹¹In - kháng thể kháng cơ tim | SPECT/CT nhồi máu cơ tim với ¹¹¹In - kháng thể kháng cơ tim | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6691 | 19.0093.1829  | SPECT/CT phóng xạ miễn dịch | SPECT/CT phóng xạ miễn dịch | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6692 | 19.0086.1829  | SPECT/CT T chẩn đoán khối u với ⁶⁷Ga | SPECT/CT T chẩn đoán khối u với ⁶⁷Ga | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6693 | 19.0085.1829  | SPECT/CT T chẩn đoán khối u với ⁹⁹ᵐTc - MIBI | SPECT/CT T chẩn đoán khối u với ⁹⁹ᵐTc - MIBI | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6694 | 19.0078.1829  | SPECT/CT thận | SPECT/CT thận | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6695 | 19.0072.1829  | SPECT/CT tưới máu cơ tim gắng sức với ²⁰¹Tl | SPECT/CT tưới máu cơ tim gắng sức với ²⁰¹Tl | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6696 | 19.0068.1829  | SPECT/CT tưới máu cơ tim gắng sức với ⁹⁹ᵐTc - MIBI | SPECT/CT tưới máu cơ tim gắng sức với ⁹⁹ᵐTc - MIBI | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6697 | 19.0069.1829  | SPECT/CT tưới máu cơ tim gắng sức với Tetrofosmin | SPECT/CT tưới máu cơ tim gắng sức với Tetrofosmin | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6698 | 19.0073.1829  | SPECT/CT tưới máu cơ tim không gắng sức với ²⁰¹Tl | SPECT/CT tưới máu cơ tim không gắng sức với ²⁰¹Tl | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6699 | 19.0070.1829  | SPECT/CT tưới máu cơ tim không gắng sức với ⁹⁹ᵐTc - MIBI | SPECT/CT tưới máu cơ tim không gắng sức với ⁹⁹ᵐTc - MIBI | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6700 | 19.0071.1829  | SPECT/CT tưới máu cơ tim không gắng sức với Tetrofosmin | SPECT/CT tưới máu cơ tim không gắng sức với Tetrofosmin | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6701 | 19.0067.1829  | SPECT/CT tuyến cận giáp với đồng vị phóng xạ kép | SPECT/CT tuyến cận giáp với đồng vị phóng xạ kép | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6702 | 19.0081.1829  | SPECT/CT tuyến thượng thận với ¹³¹I - MIBG | SPECT/CT tuyến thượng thận với ¹³¹I - MIBG | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6703 | 19.0082.1829  | SPECT/CT tuyến thượng thận với ¹³¹I - Cholesterol | SPECT/CT tuyến thượng thận với ¹³¹I - Cholesterol | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6704 | 19.0080.1829  | SPECT/CT tuyến thượng thận với ¹³¹I - MIBG | SPECT/CT tuyến thượng thận với ¹³¹I - MIBG | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6705 | 19.0079.1829  | SPECT/CT tuyến tiền liệt | SPECT/CT tuyến tiền liệt | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6706 | 19.0083.1829  | SPECT/CT xương, khớp | SPECT/CT xương, khớp | 969.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6707 | 03.1092.1830  | SPECT não với ⁹⁹ᵐTc - DTPA | SPECT não với ⁹⁹ᵐTc - DTPA | 499.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6708 | 03.1091.1830  | SPECT não với ⁹⁹ᵐTc - ECD | SPECT não với ⁹⁹ᵐTc - ECD | 499.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6709 | 03.1093.1830  | SPECT não với ⁹⁹ᵐTc - HMPAO | SPECT não với ⁹⁹ᵐTc - HMPAO | 499.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6710 | 03.1090.1830  | SPECT não với ⁹⁹ᵐTc Pertechnetate | SPECT não với ⁹⁹ᵐTc Pertechnetate | 499.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6711 | 19.0034.1830  | SPECT gan | SPECT gan | 499.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6712 | 19.0058.1830  | SPECT hạch Lympho | SPECT hạch Lympho | 499.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6713 | 19.0005.1830  | SPECT não với ¹¹¹In - octreotide | SPECT não với ¹¹¹In - octreotide | 499.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6714 | 19.0035.1830  | SPECT thận | SPECT thận | 499.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6715 | 03.1110.1831  | SPECT phóng xạ miễn dịch | SPECT phóng xạ miễn dịch | 644.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6716 | 19.0405.1831  | SPECT chẩn đoán khối u bằng kỹ thuật miễn dịch phóng xạ | SPECT chẩn đoán khối u bằng kỹ thuật miễn dịch phóng xạ | 644.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6717 | 03.1096.1832  | SPECT tưới máu cơ tim gắng sức với ²⁰¹Tl | SPECT tưới máu cơ tim gắng sức với ²⁰¹Tl | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6718 | 03.1094.1832  | SPECT tưới máu cơ tim gắng sức với ⁹⁹ᵐTc - MIBI | SPECT tưới máu cơ tim gắng sức với ⁹⁹ᵐTc - MIBI | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6719 | 03.1097.1832  | SPECT tưới máu cơ tim không gắng sức với ²⁰¹Tl | SPECT tưới máu cơ tim không gắng sức với ²⁰¹Tl | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6720 | 03.1095.1832  | SPECT tưới máu cơ tim không gắng sức với ⁹⁹ᵐTc - MIBI | SPECT tưới máu cơ tim không gắng sức với ⁹⁹ᵐTc - MIBI | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6721 | 19.0059.1832  | SPECT bạch cầu đánh dấu ⁹⁹ᵐTc - HMPAO | SPECT bạch cầu đánh dấu ⁹⁹ᵐTc - HMPAO | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6722 | 19.0043.1832  | SPECT chẩn đoán khối u | SPECT chẩn đoán khối u | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6723 | 19.0047.1832  | SPECT chẩn đoán khối u với ¹¹¹In - Pentetreotide | SPECT chẩn đoán khối u với ¹¹¹In - Pentetreotide | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6724 | 19.0046.1832  | SPECT chẩn đoán khối u với ²⁰¹Tl | SPECT chẩn đoán khối u với ²⁰¹Tl | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6725 | 19.0045.1832  | SPECT chẩn đoán khối u với ⁶⁷Ga | SPECT chẩn đoán khối u với ⁶⁷Ga | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6726 | 19.0044.1832  | SPECT chẩn đoán khối u với ⁹⁹ᵐTc - MIBI | SPECT chẩn đoán khối u với ⁹⁹ᵐTc - MIBI | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6727 | 19.0051.1832  | SPECT chẩn đoán u nguyên bào thần kinh với ¹²³I - MIBG | SPECT chẩn đoán u nguyên bào thần kinh với ¹²³I - MIBG | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6728 | 19.0050.1832  | SPECT chẩn đoán u nguyên bào thần kinh với ¹³¹I - MIBG | SPECT chẩn đoán u nguyên bào thần kinh với ¹³¹I - MIBG | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6729 | 19.0048.1832  | SPECT chẩn đoán u phổi | SPECT chẩn đoán u phổi | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6730 | 19.0049.1832  | SPECT chẩn đoán u vú | SPECT chẩn đoán u vú | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6731 | 19.0025.1832  | SPECT chức năng tim pha sớm | SPECT chức năng tim pha sớm | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6732 | 19.0026.1832  | SPECT chức năng tim pha sớm với ⁹⁹ᵐTc - Pertechnetate | SPECT chức năng tim pha sớm với ⁹⁹ᵐTc - Pertechnetate | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6733 | 19.0027.1832  | SPECT chức năng tim pha sớm với ⁹⁹ᵐTc - Sestamibi | SPECT chức năng tim pha sớm với ⁹⁹ᵐTc - Sestamibi | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6734 | 19.0028.1832  | SPECT chức năng tim pha sớm với ⁹⁹ᵐTc - Tetrofosmin | SPECT chức năng tim pha sớm với ⁹⁹ᵐTc - Tetrofosmin | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6735 | 19.0029.1832  | SPECT đánh giá chức năng tim bằng hồng cầu đánh dấu ⁹⁹ᵐTc | SPECT đánh giá chức năng tim bằng hồng cầu đánh dấu ⁹⁹ᵐTc | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6736 | 19.0031.1832  | SPECT đánh giá chức năng tim bằng hồng cầu đánh dấu ⁹⁹ᵐTc; pha gắng sức | SPECT đánh giá chức năng tim bằng hồng cầu đánh dấu ⁹⁹ᵐTc; pha gắng sức | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6737 | 19.0030.1832  | SPECT đánh giá chức năng tim bằng hồng cầu đánh dấu ⁹⁹ᵐTc; pha nghỉ | SPECT đánh giá chức năng tim bằng hồng cầu đánh dấu ⁹⁹ᵐTc; pha nghỉ | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
| 6738 | 19.0032.1832  | SPECT nhồi máu cơ tim với ¹¹¹In - kháng thể kháng cơ tim | SPECT nhồi máu cơ tim với ¹¹¹In - kháng thể kháng cơ tim | 636.800 | Chưa bao gồm dược chất, vật tư phóng xạ và Invivo kit |
